title;ingredients;instructions;label
Scrambled eggs;"1 egg
100g egg whites
1 keto bun
20 g peanut butter
salt, oregano";"Mix the tuna (without draining it) with the light spread cheese.
Place on tortillas, add spices, corn, and pickles.
Slice the tomato and mozzarella crosswise and mix together with a little salt.";fitness
Le lasagne;"340 g oven ready lasagna
pasta
750 g of 95% lean ground beef
1/2 onion
400 g tomato puree
1 egg
90 g non-fat greek yogurt
200 g mozzarella cheese
salt, rosemary, oregano, garlic";"Spray the pot with cooking spray oil. When it heats up, add the chopped onion and spices (salt, oregano, rosemary). Cook until the onion turns golden (3-4 minutes). Then add the ground beef, mix with the onion and cover to cook for 10 minutes, stirring occasionally.
Preheat the oven to 400 degrees. In a separate container, mix egg, yogurt, and mozzarella.
After about 10 minutes of cooking the beef, add the pureed tomato, stir, cover and let it cook for another 5 minutes.
Spray a deep pan with cooking oil and put 4 pieces of lasagna pasta at the bottom of the pan.
Pour half of the red beef sauce over the pasta.
Add another layer of pasta and spread the white mixture with yogurt on top.
Add the third layer of pasta and cover it with the rest of the red sauce with beef.
Sprinkle 100g of grated mozzarella, oregano, and rosemary on top, and place it in the oven to bake for 45 minutes.";fitness
Vanilla oatmeal;"40g Oats
30g Vanilla Whey protein
85g Vanilla Protein Non-Fat
Yogurt
50g raspberries, strawberries, blueberries
20g peanut butter";"Put oatmeal and 300ml of water in a saucepan, and when the mixture boils, cook for 2 minutes.
After the oatmeal is cooked, mix in the vanilla proteins.
While the oatmeal is still hot, spread the raspberries on top, put non-fat Greek vanilla yogurt on top of them and cover the peanut butter.";fitness
Chicken nuggets;"450g of 93% lean ground
chicken
15g parmesan cheese
2 eggs
40g spelt flour
400g potato
15g light cream cheese
1 zucchini, 2 tomato
1 pepper, 1/2 an onion
salt, garlic, red pepper";"Mix ground chicken, egg, Parmesan cheese, salt, and sweet pepper in a bowl. 
Form small nuggets with your hands and place them on a baking sheet lined with parchment paper. Put the sheet in the freezer for 20 minutes.
Preheat the oven to 425 degrees. Beat an egg in one bowl and mix spelt flour, red pepper, salt, and garlic powder in another bowl.
Place new parchment paper on a baking pan.
Dip the nuggets on both sides in the beaten egg, then in the spelt flour, and place them on the new parchment paper.
Spray the nuggets with cooking oil before baking. After 10 minutes of baking, remove the pan from the oven, spray the nuggets with oil again, and return them to bake for another 15 minutes.
Peel the potatoes and boil them in cold water for 40 minutes. Once the potatoes are cooked, add light spread cream cheese and a little salt. Mix with a mixer until creamy.
Cut the zucchini, pepper, onion, and tomato.
Spray a pot with cooking oil and heat it up. Add the vegetables and a little salt, cover, and let them cook for 20 minutes.";fitness
Cheesy rice;"60 g rice
180 g chicken breast
20 g blue cheese
asparagus
salt, oregano";"Put rice and 250ml of water in a pot, add salt and cook for about 15 minutes. If necessary, add more water. When the rice is cooked, mix the blue cheese into the hot rice.
Spray the pan with cooking spray and season the sliced chicken and bake covered for 5 minutes, uncover and turn and bake for another 3-5 minutes.
Spray the pan with cooking oil and put the frozen mushrooms on the hot pan, cover and bake for 5 minutes.";fitness
Choco oatmeal;"40g Oats
30g Vanilla Whey protein
5g cacao powder
50g banana
15g Hershey Zero Sugar
Chocolate Baking Chips";"Put the oatmeal and 300ml of water in the pot, and when the mixture boils, cook for 2 minutes.
After the oatmeal is cooked, stir in the vanilla or chocolate proteins and cocoa.
While the oatmeal is hot, sprinkle the Chocolate Baking Chips and place the banana on top.";fitness
Cheesy scrambled;"2 eggs
110 g low fat cottage cheese
5 g parmesan cheese
salt, rosemary, oregano";"Mix eggs, granulated cheese, parmesan, and salt in a bowl.
Spray the pan with cooking oil. Once it heats up, pour the mixture and cover. Bake for 3 minutes, then carefully turn and bake for another 30 seconds.";fitness
Banana bread;"2 eggs
450g bananas
75g vanilla whey protein";"Crush bananas in a bowl, add eggs and vanilla whey protein.
Preheat the oven to 420 degrees.
Pour the mixture into a baking paper-lined mold. Bake for 30 minutes.";fitness
Greek rhapsody;"340g Greek Nonfat Yogurt
2 tbsp zero calorie sweetener
100g raspberries, strawberries, blueberries
20g peanut butter";Mix non-fat Greek yogurt with 200ml of water and a calorie-free sweetener. Put berries and peanut butter on top.;fitness
Chocolate pudding;"1 medium avocado
15g cacao powder
1 medium banana
2 tbsp zero calorie sweetener
15g Hershey Zero Sugar
Chocolate Baking Chips
Hershey Zero Sugar
Chocolate Syrup";"Crush the avocado and banana with a fork, mix zero sugar sweetener and cacao powder into the mixture.
Sprinkle with Hershey Zero Sugar Chocolate Baking Chips and drizzle with Hershey Zero Sugar Chocolate Syrup.";fitness
Apple pancake;"100 ml egg whites
50g oat flour
1 apple
2 tbsp zero calories
sweetener
20 g peanut butter
Sugar-free Maple syrup";"Cut the apple into small cubes. Mix egg whites, oat flour, apple, and zero calories sweetener in a bowl.
Spray the pan with oil spray and when it heats up, pour the mixture, cover and bake for 2 minutes. Carefully turn the pancake over and bake for another 1 minute. Spread the pancake with peanut butter and pour sugar free maple syrup over it.";fitness
Sweet Chicken;"200 g chicken breast
280 g butternut squash
Sugar-free Maple syrup
chili powder, salt";"Spray the pan with cooking spray and season the sliced chicken with chili powder and salt, and bake covered for 5 minutes, uncover and turn and bake for another 3-5 minutes.
Spray the pan with oil spray and when it heats up, put the frozen butternut squash and cover, bake like that for 5 minutes. Unfold and turn over and bake uncovered for another 2-3 minutes.
After the butternut squash is baked, pour sugar free maple syrup over it";fitness
Breakfast Cookies;"2 bananas overripe
¼ cup creamy peanut butter
¼ cup applesauce
2 Tablespoons honey
1 egg
1 teaspoon pure vanilla extract
2 cups quick cooking oats
1 teaspoon ground cinnamon
¼ teaspoon sea salt
¼ cup dried cranberries
¼ cup mini chocolate chips";"Preheat oven to 350 degrees F. Line two baking sheets with parchment paper, set aside
In a large mixing bowl, mash the bananas.
Add peanut butter, applesauce honey, egg and vanilla and stir to combine.
Add oats, cinnamon and sea salt and stir until combined.
If desired, add mix-ins and stir until evenly distributed.
Use a 1 tablespoon measuring spoon or a 1 ½ TBS cookie scoop to measure portions of the dough and place them on the prepared baking sheet spaced about 2” apart. Gently flatten the tops of each cookie (they do not change shape or flatten when they bake).
Bake in the preheated oven for 12-14 minutes, or until the tops are just set and the bottoms are very lightly browned.
Let cool on the baking sheet for 5 minutes before transferring to a wire cooling rack to cool completely.
Serve slightly warm or at room temperature.";fitness
Protein Smoothie;"1 ½ cups almond milk
½ cup Greek yogurt
1 ½ cup mixed berries frozen
1 banana frozen
1 Tablespoon almond butter
1 scoop Vanilla protein powder
1 Tablespoon honey
1 cup frozen spinach";"Add ingredients to the blender in the order listed.
Blend, starting on low speed and increasing to high until the mixture is smooth and there are no lumps.
Pour into 2-4 glasses and serve immediately.";fitness
Peanut Butter Energy Balls;"1 cup creamy peanut butter
¼ cup honey
½ teaspoon pure vanilla extract
1 ¼ cups old-fashioned oats
½ cup shredded coconut unsweetened
1 Tablespoon ground flaxseed
¼ teaspoon fine sea salt
¼ teaspoon cinnamon
¼ cup mini chocolate chips or other mix-ins.";"In a large bowl, combine peanut butter, honey, and vanilla. Stir to combine.
Add oats, coconut, flaxseed, sea salt, and cinnamon and stir until combined.
Add mini chocolate chips (or preferred mix-ins) and stir until evenly distributed.
Use a 1 Tablespoon measuring spoon to portion out the mixture and roll it into balls.
Put the balls in an airtight container and chill for 30-60 minutes.";fitness
Chocolate Peanut Butter Chia Pudding;"1 cup unsweetened vanilla almond milk
2-4 Tablespoons honey
2 Tablespoons cocoa powder
2 Tablespoons peanut butter
½ teaspoon vanilla
pinch sea salt
¼ cup chia seeds";"Put all of the ingredients in the order listed into the container of a Vitamix, (or another high-powered blender).
Blend starting on low speed and gradually increasing to high, until the mixture is smooth. You may need to scrape down the sides of the blender and continue mixing!
Taste and, if desired, add more maple syrup. Blend again until just combined. 
Pour into glass jars with lids and put in the refrigerator for at least 3 hours or overnight!";fitness
High-Protein Spinach Dip;"1 teaspoon extra-virgin olive oil
¼ cup chopped white onion
2 (10-ounce) boxes frozen chopped spinach
1 cup unsalted low-fat cottage cheese
½ cup crumbled feta cheese
½ cup shredded cheese
2 large eggs
1 teaspoon garlic powder
1 teaspoon lemon juice
⅛ teaspoon salt
2 tablespoons grated Parmesan cheese";"Preheat oven to 350°F.
Heat 1 teaspoon oil in a small skillet over medium heat. Add ¼ cup onion; cook until translucent and beginning to soften, about 2 minutes.
Combine drained spinach, the onion, 1 cup cottage cheese, ½ cup each feta and Monterey Jack, 2 beaten eggs, 1 teaspoon each garlic powder and lemon juice and ⅛ teaspoon salt in a 2-quart casserole dish. Top with 2 tablespoons Parmesan. Bake until the casserole is bubbling and the top is beginning to brown, 40 to 45 minutes. Let stand for 10 minutes.";fitness
Pan-Seared Salmon with Kale and Apple Salad;"Four 5-ounce center-cut salmon fillets
3 tablespoons fresh lemon juice 
3 tablespoons olive oil 
Kosher salt 
1 bunch kale
1/4 cup dates
1 Honeycrisp apple
1/4 cup finely grated pecorino
3 tablespoons toasted slivered almonds
Freshly ground black pepper";"Bring the salmon to room temperature 10 minutes before cooking.
Meanwhile, whisk together the lemon juice, 2 tablespoons of the olive oil and 1/4 teaspoon salt in a large bowl. Add the kale, toss to coat and let stand 10 minutes.
While the kale stands, cut the dates into thin slivers and the apple into matchsticks. Add the dates, apples, cheese and almonds to the kale. Season with pepper, toss well and set aside.
Sprinkle the salmon all over with 1/2 teaspoon salt and some pepper. Heat the remaining 1 tablespoon oil in a large nonstick skillet over medium-low heat. Raise the heat to medium-high. Place the salmon, skin-side up in the pan. Cook until golden brown on one side, about 4 minutes. Turn the fish over with a spatula, and cook until it feels firm to the touch, about 3 minutes more.";fitness
Whole30 Bacon and Egg Cups;"12 strips sugar-free bacon
2 red potatoes
1 small red bell pepper
12 large eggs
2 tablespoons chopped fresh chives";"Preheat the oven to 400 degrees F. Wrap 1 piece of bacon around the inside of each cup of a 12-cup muffin tin to create rings. Put 1 slice of potato on the bottom of each cup and divide the bell pepper pieces among the cups.
Bake until the fat starts to render from the bacon (it will bubble in the bottom of each cup) and the bacon begins to crisp and turn light brown on the top edges, 10 to 12 minutes. 
Remove the tin from the oven and crack an egg into each cup, making sure the yolk is inside the bacon ring. Continue baking until the bacon is crisp, the egg whites are cooked through and the yolks are still runny, about 10 minutes longer. Run an offset spatula around the edges and remove to a platter. Sprinkle with the chives and serve with hot sauce if desired.";fitness
Asian Chicken Lettuce Wraps;"1 pound ground chicken
1 Tablespoon peanut oil
½ onion (finely diced)
½ Tablespoon minced garlic
1 cup red or green pepper (finely diced)
8 ounces water chestnuts (drained & finely diced)
For the Sauce:
3 Tablespoons soy sauce*
3 Tablespoons hoisin sauce**
1 Tablespoon sesame oil
1 Tablespoon rice vinegar
1 Tablespoon peanut butter
1 Tablespoon honey
2 teaspoons sweet chili sauce
½ teaspoon garlic powder
¼ teaspoon powdered ginger
To serve
¼ cup peanuts (crushed)
Lettuce or your favorite Asian salad";"Whisk together sauce ingredients until well combined. If you use a firmer peanut butter you may need to microwave the mixture for 30-60 seconds in order to melt it and ensure everything is well-mixed.
Heat 2 Tablespoons peanut oil in a frying pan. Once hot, add ground chicken, onion and minced garlic.
Cook until chicken browns and the onions are translucent, cook for 5 to 10 minutes.
Add the peppers and water chestnuts and cook about 5 minutes or until peppers are slightly soft.
Add the sauce and simmer on low heat until the chicken and veggies are evenly coated and everything is heated through.
Serve in lettuce leaves, on top of your favorite Asian salad, or over noodles or rice!";fitness
Cashew Chicken Stir Fry;"1 lb chicken breast
½ cup cashews
2 TBS soy sauce
2 TBS Mirin
1 TBS honey
1 TBS hoisin sauce
1 tsp sesame oil
1 TBS peanut oil
¼ cup chicken broth
3 TBS hoisin sauce
2 TBS soy sauce
1 TBS Mirin
1 TBS honey
½ tsp garlic powder
¼ tsp onion powder
¼ tsp ground ginger
1 TBS cornstarch
½ TBS water
2 cups broccoli florets chopped
1 large green pepper julienned
1 large red pepper julienned
1 cup shelled edamame
1 TBS Peanut Oil
Green onions sesame seeds";"Mix together soy sauce, mirin, honey, hoisin sauce and sesame oil.
Put cut chicken and sauce together in a plastic back or glass Tupperware let sit for 15-30 minutes at room temperature or longer in the refrigerator.
In a small mixing bowl combine chicken broth, hoisin sauce, soy sauce, mirin, honey garlic powder, onion powder and ground ginger. Whisk to combine and set aside. (Do NOT add corn starch and water yet)!
Pour marinated chicken into a colander to drain excess marinade.
Heat 1 TBS oil in a wok or fry pan over medium-high heat.
Add drained chicken pieces to the oil in the pan and cook over medium-high heat for about 3-5 minutes, or until the chicken is well-browned on one side.
After the chicken is browned, use a spatula and flip it over.
Add the cashews and cook, stirring occasionally, until the chicken and cashews are nicely browned.
Transfer mixture from the pan to a medium bowl and set aside.
In a large Wok or fry pan, heat 1 TBS peanut oil.
Add julienned peppers and cook over medium-high heat for 2-4 minutes or until they just start to become soft.
Add broccoli and edamame and cook for another 3-5 minutes until the vegetables are slightly browned.
Add stir fry sauce and cashew/chicken mixture to the vegetables and continue cooking for 1-2 minutes.
In the container you mixed your sauce, add 1 TBS corn starch and ½ TBS water and mix with a fork until combined.
Make a hole in the middle of your stir fry and pour the cornstarch mixture into the pan.
Stir quickly to evenly distribute the cornstarch in the sauce.
Cook for another 2-3 minutes until the sauce has thickened.
Serve immediately over rice, noodles, etc.!";fitness
Peanut Butter Rice Crispy Treats;"¾ cup creamy peanut butter
1/3 cup honey
¼ tsp sea salt
½ tsp pure vanilla extract
3 cups crispy brown rice cereal
1 cup (4oz) dark chocolate
1 TBS creamy peanut butter";"Line an 8x8” or 9x9” square baking pan with parchment paper. Lightly grease and set aside.
In a large, microwave-safe bowl or on the stovetop over medium-low heat, melt together the honey and peanut butter, stirring until combined. (be very careful to not overheat).
Remove from heat and stir in the sea salt and vanilla extract until combined.
Add the crispy rice cereal to a large clean & dry mixing bowl.
Pour peanut butter mixture on top of the cereal and stir until completely combined.
Pour mixture into the prepared baking pan. Use a greased spatula to spread it until the top is even and smooth.
Chocolate Peanut Butter Topping:
To make the topping: melt the chocolate and peanut butter together in a small microwave-safe dish or on the stovetop over medium-low heat. Stirring until just combined.
Pour the topping over the peanut butter rice crispy treat base, using a spatula to spread it evenly and smoothly.
Place treats in the refrigerator for 60 minutes (or in the freezer for a shorter chill time).
Remove 5-10 minutes before serving to let them warm up slightly before cutting or the chocolate will crack. Serve at room temperature!
Store in an airtight container in the refrigerator.";fitness
Chicken Lo Mein;"1 pound chicken breasts
8 ounces dry lo mein noodles
3 Tablespoons sesame oil
1 Tablespoon minced garlic
½ onion finely sliced
2 bell peppers finely sliced
2 carrots cut into thin matchsticks
4 cups broccoli
6 Tablespoons soy sauce
6 Tablespoons sesame oil
3 Tablespoons hoisin sauce
1 Tablespoon honey
¼ teaspoon ground ginger
¼ teaspoon freshly ground black pepper";"In a small bowl, whisk together sauce ingredients. Set aside.
Slice chicken in thin strips, 1” long.
Place in a shallow bowl. Add 3 TBS lo mein sauce.
Stir and marinate the chicken for 30-60 minutes at room temperature, or up to 6 hours in the refrigerator.
Stir and marinate the chicken for 30-60 minutes at room temperature, or up to 6 hours in the refrigerator.
Stir and marinate the chicken for 30-60 minutes at room temperature, or up to 6 hours in the refrigerator.
Cook the lo mein noodles according to package instructions.
Drain but do not rinse.
Remove chicken from marinade, transfer to a colander and strain off excess marinade.
Cook in a skillet with 1 TBS sesame oil over high heat, stirring constantly until it is no longer pink inside and has browned nicely on the outside (about 10 minutes).
Heat 1 TBS sesame oil in a large fry pan or wok.
Add onion, garlic and carrots and cook on over high heat until onion is soft (2-5 minutes)
Add the rest of the vegetables and additional 1 TBS sesame oil.
Cover and cook until the vegetables browned and soft, stirring occasionally, 5 minutes.
Then, add the cooked noodles and chicken and the remaining sauce and stir to combine.
Cook until the noodles just begin to brown, stirring occasionally.";fitness
Slow Cooker Pulled Chicken;"2 pounds boneless skinless chicken breasts
1 cup water
½ teaspoon paprika
¼ to ½ teaspoon salt
¼ teaspoon ground pepper
½ onion diced
1 Tablespoon minced garlic";"Whisk together chicken broth, paprika, salt, pepper, onion, and minced garlic in the container of a slow cooker.
Then, add the chicken breasts and turn to coat.
Cook on low for 6 hours or on high for 3 hours until fork tender.
Shred the chicken with two forks (alternatively, you can remove the chicken from the crockpot and shred it in a separate bowl with forks or use a standing mixer).
Then, turn the crockpot to low, and let the mixture cook for another 30-60 minutes (to soak up the juice). Taste and adjust salt and pepper if necessary.
Serve warm.";fitness
Oven Baked Chicken Breasts;"2 pounds chicken breasts
1 Tablespoon olive oil
2 teaspoons fine sea salt
1 teaspoon black pepper
2 teaspoons paprika
2 teaspoons garlic powder
1 teaspoon onion powder
4 teaspoons lemon juice optional";"Place a metal wire rack on a baking sheet.
Mix together salt, pepper, paprika, garlic powder, and onion powder.
Place chicken in a bowl and drizzle with olive oil, turn to coat each breast with oil.
Evenly space the chicken breasts on the wire rack on the baking sheet.
Sprinkle each chicken breast evenly with spice mixture on both sides, patting it down to make sure it sticks.
Cover and let sit in the refrigerator for 2-4 hours. (note: You can shorten this and let the breasts sit at room temperature for 30 minutes, or you can just bake them right after coating and this baked chicken will still be delicious).
Preheat oven to 400 degrees. Grease a 9x13” baking dish.
Transfer the chicken breasts from the wire rack to the baking dish.   
Drizzle the top of the chicken with lemon juice (if desired).
Bake for 15-25 minutes, until the chicken reaches an internal temperature of 160 degrees F. Baking time depends a great deal on the thickness of your chicken breasts.
Remove from oven and let the chicken rest for 5 minutes before cutting and serving warm.";fitness
Bruschetta Chicken;"2 lbs chicken breasts
2 Tablespoons olive oil
2 Tablespoons balsamic vinegar
1 teaspoon Italian seasoning
1 Tablespoon minced garlic
¼ teaspoon sea salt
¼ teaspoon pepper
1 pound tomatoes
¼ cup fresh basil minced
1 Tablespoon olive oil
1 Tablespoon balsamic vinegar
1 teaspoon minced garlic
¼ to ½ teaspoon fine sea salt
freshly ground black pepper
Fresh mozzarella or parmesan cheese for serving";"Place chicken breasts into a glass container with a lid or in a plastic bag inside another container (in case the bag leaks).
In a medium bowl, whisk together olive oil, balsamic vinegar, Italian seasoning, minced garlic, salt and pepper.
Pour the marinade over the chicken turn to coat the chicken.
Marinate in the refrigerator for 1-6 hours, or at room temperature for 30-60 minutes.
While the chicken is marinating, make the bruschetta.
Finely chop the basil and dice the tomatoes.
In a medium-sized bowl, combine olive oil, balsamic vinegar, and minced garlic and stir to combine.
Add the diced tomatoes and basil to the oil mixture and stir to combine.
Season with salt and pepper to taste.
Set aside at room temperature.
Remove the chicken breasts from the marinade and shake off excess marinade. Lightly sprinkle one side with salt and pepper.
Grill over medium heat for about 5 minutes on the first side, and 3-5 on the second side, until chicken reaches an internal temperature of 160 degrees F.
Place the cooked chicken breasts on a serving plate.
Top with prepared bruschetta.
Add parmesan cheese or mozzarella if desired.
Serve warm with toasted bread.";fitness
Chicken Enchiladas;"2 pounds chicken breasts
1 cup onion finely diced
¼ cup honey
¼ cup water or chicken broth
¼ cup lime juice
½ cup salsa
1 Tablespoon minced garlic
1 teaspoon chili powder
1 teaspoon ground cumin
1 teaspoon paprika
½ teaspoon fine sea salt
19 ounces enchilada sauce divided
1 cup cheddar cheese
½ cup black olives sliced
½ cup corn fresh or frozen & thawed
8 tortillas corn
1 ½ cups cheddar cheese (8 ounces)";"In the container of a slow cooker, combine honey, water, lime juice, salsa, garlic, spices and onion. Add chicken breasts and turn to coat
Cook on high for 3 hours or low for 6 hours, or until chicken shreds easily with a fork.
Shred the chicken, then turn off the crockpot and return the shredded chicken to the sauce in crockpot. Loosely cover and let cool slightly.
In a large bowl, combine cooled chicken plus any remaining crockpot sauce, 1 cup Cheddar cheese, black olives and corn.
Preheat oven to 350 degrees F. Lightly grease a 9x13” baking dish.
Pour ½ cup enchilada sauce in the bottom of the prepared baking dish.
Add just over ½ cup of filling to the center of a tortilla. Roll tightly and place in the baking dish. Repeat with 7 remaining tortillas and the rest of the filling, arranging them in a single layer in the prepared baking dish.
Pour remaining enchilada sauce over rolled tortillas and spread evenly.
Sprinkle remaining 1 ½ cups cheese evenly over tortillas.
Bake in the preheated oven for 20 to 30 minutes, or until the cheese is melted and the sauce is bubbly.
Let cool slightly then serve warm with your favorite toppings (salsa, guacamole, sour cream, etc.)";fitness
Avocado Pasta Sauce;"2 medium avocados
¼ cup fresh basil chopped
1 Tablespoon olive oil
1 Tablespoon lemon juice
½ teaspoon minced garlic or more to taste
¼ - ½ teaspoon fine sea salt
dash of freshly ground black pepper";"Place all ingredients into the container of a blender or food processor fitted with the ""S"" blade.
Blend or process, starting on low speed and increasing to high, for 30-60 seconds or until mixture is smooth.
Remove sauce from the container. 
Serve over your favorite bowl of warm pasta, zoodles, rice or veggies!";fitness
Roasted Vegetable Quinoa Salad;"¾ cup uncooked quinoa
1 ½ cups water
¼ tsp salt
6 cups sweet potatoes
1 red pepper
1 green pepper
1 cup shelled edamame
3 TBS olive oil divided
1 ¼ tsp garlic salt divided
¼ tsp pepper
6 TBS Dijon mustard
3 TBS honey
2 TBS olive oil";"Cook quinoa according to package instructions. Set aside.
Preheat oven to 425 degrees F. Lightly grease a large baking sheet, set aside.
Dice sweet potatoes and place in a microwave safe dish. Microwave for 6 minutes. (If you don’t want to use a microwave, skip this step and proceed to step 2)
Toss diced sweet potatoes with 2 TBS olive oil until coated.
Sprinkle 1 tsp garlic salt on potatoes and mix until evenly distributed.
Spread sweet potatoes evenly on a baking sheet and bake in preheated oven for 15 minutes or until slightly browned (if you don’t want to use a microwave, bake 15 minutes then stir and bake another 10 minutes before proceeding to the next step).
While sweet potatoes are baking, toss green peppers and shelled edamame with remaining 1 TBS olive oil and ¼ tsp garlic salt.
After sweet potatoes are slightly browned on one side, add the peppers and edamame and stir until everything is evenly distributed on your baking sheet.
Bake for an additional 20 minutes, stirring every 10 minutes until the peppers are cooked and everything is slightly browned.
Make the honey mustard sauce: While the veggies are roasting, stir together all honey mustard sauce ingredients until combined.
Add 2 TBS of the sauce to the already cooked quinoa, set aside.
Once the veggies are all slightly browned (after about 30-35 minutes total of roasting time), add the rest of the honey mustard sauce to the vegetables and stir until evenly coated.
Bake for 10 additional minutes, stirring once halfway through, until the sauce has thickened and has coated the vegetables.
Remove the pan from the oven and add the quinoa to the vegetables and stir until combined.
Serve warm or wait until the salad has cooled to room temperature, store in an airtight container in the refrigerator and serve cold!";fitness
Homemade Peanut Butter Granola Bars;"1 cup dates pitted & soaked for at least 1 hour
½ cup unsweetened vanilla almond milk
¼ cup creamy peanut butter
1 tsp pure vanilla extract
1 ¼ cup old-fashioned oats
1 cup unsweetened coconut shredded
¼ cup almond meal
½ tsp sea salt
1 tsp cinnamon";"Preheat oven to 350 degrees F.
Line an 8x8” square baking pan with parchment paper and grease, set aside.
Mix oats, coconut, almond meal, salt and cinnamon together in a large bowl, set aside.
Add the soaked dates and almond milk to the container of your Vitamix (or other high-powered blender).
Blend, starting on low speed and increasing to high until ingredients are well blended but not totally smooth.
Scrape down the sides of your container and add the peanut butter and vanilla extract. Blend again until mixture is smooth.
Pour wet mixture into the bowl containing the dry ingredients. Mix by hand until well-combined.
Pour batter into the prepared baking dish and spread until evenly distributed. If desired, add chocolate chips to the top.
Bake in the preheated oven for 20-25 minutes or until the top is set and the edges are golden brown.
Set dish on a wire rack to cool. Once completely cooled, cut into bars and enjoy.";fitness
Mexican Ground Beef Tacos;"1 pound ground beef
½ onion diced
1 Tablespoon minced garlic
2 Tablespoons taco seasoning
1 Tablespoon lime juice
8 tortillas";"Combine ground beef, onion and minced garlic in a non-stick fry pan or cast iron skillet.
Cover and cook over medium-high heat until the meat begins to brown and is no longer pink in the center, stirring often.*
Once the ground beef begins to brown, add taco seasoning and stir until it’s evenly distributed.
Add the lime juice and stir to combine.
Cook, uncovered, until the mixture is browned, stirring occasionally.
Fill taco shells with meat.";fitness
